room,tagId,entryTime,exitTime
304,1374,"10-27-2022, 9:10:11 AM","10-27-2022, 9:12:11 AM"
310,1386,"10-26-2022, 4:36:10 AM","10-26-2022, 4:51:10 AM"
207,1371,"10-26-2022, 4:24:16 AM","10-26-2022, 4:36:16 AM"
207,7675,"10-26-2022, 4:20:06 AM","10-26-2022, 4:36:07 AM"
207,8721,"10-26-2022, 4:20:07 AM","10-26-2022, 4:36:07 AM"
207,1375,"10-26-2022, 4:20:10 AM","10-26-2022, 4:22:10 AM"
101,1368,"10-26-2022, 4:08:15 AM","10-26-2022, 4:20:15 AM"
101,5867,"10-26-2022, 4:04:06 AM","10-26-2022, 4:20:07 AM"
101,7456,"10-26-2022, 4:04:07 AM","10-26-2022, 4:20:07 AM"
101,1375,"10-26-2022, 4:04:10 AM","10-26-2022, 4:06:10 AM"
307,1382,"10-26-2022, 3:48:10 AM","10-26-2022, 4:03:10 AM"
106,1367,"10-26-2022, 3:36:15 AM","10-26-2022, 3:48:15 AM"
106,7795,"10-26-2022, 3:32:06 AM","10-26-2022, 3:48:06 AM"
106,1376,"10-26-2022, 3:32:10 AM","10-26-2022, 3:34:10 AM"
302,1366,"10-26-2022, 3:20:15 AM","10-26-2022, 3:32:15 AM"
302,6964,"10-26-2022, 3:16:06 AM","10-26-2022, 3:32:08 AM"
302,7416,"10-26-2022, 3:16:07 AM","10-26-2022, 3:32:08 AM"
302,4816,"10-26-2022, 3:16:08 AM","10-26-2022, 3:32:08 AM"
302,1375,"10-26-2022, 3:16:10 AM","10-26-2022, 3:18:10 AM"
304,1384,"10-26-2022, 3:00:10 AM","10-26-2022, 3:15:10 AM"
206,1368,"10-26-2022, 2:48:15 AM","10-26-2022, 3:00:15 AM"
206,9740,"10-26-2022, 2:44:06 AM","10-26-2022, 3:00:07 AM"
206,6496,"10-26-2022, 2:44:07 AM","10-26-2022, 3:00:07 AM"
206,1376,"10-26-2022, 2:44:10 AM","10-26-2022, 2:46:10 AM"
203,1371,"10-26-2022, 2:32:15 AM","10-26-2022, 2:44:15 AM"
203,6716,"10-26-2022, 2:28:06 AM","10-26-2022, 2:44:07 AM"
203,4718,"10-26-2022, 2:28:07 AM","10-26-2022, 2:44:07 AM"
203,1372,"10-26-2022, 2:28:10 AM","10-26-2022, 2:30:10 AM"
310,1368,"10-26-2022, 2:16:15 AM","10-26-2022, 2:28:15 AM"
310,6998,"10-26-2022, 2:12:08 AM","10-26-2022, 2:28:08 AM"
310,8541,"10-26-2022, 2:12:07 AM","10-26-2022, 2:28:08 AM"
310,9894,"10-26-2022, 2:12:06 AM","10-26-2022, 2:28:08 AM"
310,1378,"10-26-2022, 2:12:10 AM","10-26-2022, 2:14:10 AM"
206,1383,"10-26-2022, 1:56:10 AM","10-26-2022, 2:11:10 AM"
302,1377,"10-26-2022, 12:52:10 AM","10-26-2022, 12:54:10 AM"
202,1369,"10-26-2022, 12:40:15 AM","10-26-2022, 12:52:15 AM"
202,8388,"10-26-2022, 12:36:06 AM","10-26-2022, 12:52:06 AM"
202,1372,"10-26-2022, 12:36:10 AM","10-26-2022, 12:38:10 AM"
101,1370,"10-26-2022, 12:24:15 AM","10-26-2022, 12:36:15 AM"
101,9355,"10-26-2022, 12:20:06 AM","10-26-2022, 12:36:09 AM"
101,5507,"10-26-2022, 12:20:07 AM","10-26-2022, 12:36:09 AM"
101,9179,"10-26-2022, 12:20:08 AM","10-26-2022, 12:36:09 AM"
101,9196,"10-26-2022, 12:20:09 AM","10-26-2022, 12:36:09 AM"
101,1372,"10-26-2022, 12:20:10 AM","10-26-2022, 12:22:10 AM"
208,1367,"10-26-2022, 12:08:15 AM","10-26-2022, 12:20:15 AM"
208,5683,"10-26-2022, 12:04:08 AM","10-26-2022, 12:20:08 AM"
208,9937,"10-26-2022, 12:04:07 AM","10-26-2022, 12:20:08 AM"
208,9639,"10-26-2022, 12:04:06 AM","10-26-2022, 12:20:08 AM"
208,1374,"10-26-2022, 12:04:10 AM","10-26-2022, 12:06:10 AM"
306,1368,"10-25-2022, 11:52:15 PM","10-26-2022, 12:04:15 AM"
306,5454,"10-25-2022, 11:48:06 PM","10-26-2022, 12:04:08 AM"
306,4345,"10-25-2022, 11:48:07 PM","10-26-2022, 12:04:08 AM"
306,7716,"10-25-2022, 11:48:08 PM","10-26-2022, 12:04:08 AM"
209,1366,"10-26-2022, 1:44:15 AM","10-26-2022, 1:56:15 AM"
209,6511,"10-26-2022, 1:40:06 AM","10-26-2022, 1:56:07 AM"
209,4579,"10-26-2022, 1:40:07 AM","10-26-2022, 1:56:07 AM"
209,1375,"10-26-2022, 1:40:10 AM","10-26-2022, 1:42:10 AM"
205,1371,"10-26-2022, 1:28:15 AM","10-26-2022, 1:40:15 AM"
205,7723,"10-26-2022, 1:24:06 AM","10-26-2022, 1:40:07 AM"
205,9678,"10-26-2022, 1:24:07 AM","10-26-2022, 1:40:07 AM"
205,1377,"10-26-2022, 1:24:10 AM","10-26-2022, 1:26:10 AM"
310,1365,"10-26-2022, 1:12:15 AM","10-26-2022, 1:24:15 AM"
310,9563,"10-26-2022, 1:08:06 AM","10-26-2022, 1:24:06 AM"
310,1377,"10-26-2022, 1:08:10 AM","10-26-2022, 1:10:10 AM"
302,1369,"10-26-2022, 12:56:15 AM","10-26-2022, 1:08:15 AM"
302,9516,"10-26-2022, 12:52:06 AM","10-26-2022, 1:08:09 AM"
302,5478,"10-26-2022, 12:52:07 AM","10-26-2022, 1:08:09 AM"
302,7850,"10-26-2022, 12:52:08 AM","10-26-2022, 1:08:09 AM"
302,6428,"10-26-2022, 12:52:09 AM","10-26-2022, 1:08:09 AM"
201,1369,"10-25-2022, 9:44:15 PM","10-25-2022, 9:56:15 PM"
201,8167,"10-25-2022, 9:40:06 PM","10-25-2022, 9:56:08 PM"
201,6911,"10-25-2022, 9:40:07 PM","10-25-2022, 9:56:08 PM"
201,5872,"10-25-2022, 9:40:08 PM","10-25-2022, 9:56:08 PM"
201,1373,"10-25-2022, 9:40:10 PM","10-25-2022, 9:42:10 PM"
101,1367,"10-25-2022, 9:28:15 PM","10-25-2022, 9:40:15 PM"
101,9822,"10-25-2022, 9:24:06 PM","10-25-2022, 9:40:09 PM"
101,9858,"10-25-2022, 9:24:07 PM","10-25-2022, 9:40:09 PM"
101,8370,"10-25-2022, 9:24:08 PM","10-25-2022, 9:40:09 PM"
101,8577,"10-25-2022, 9:24:09 PM","10-25-2022, 9:40:09 PM"
101,1378,"10-25-2022, 9:24:10 PM","10-25-2022, 9:26:10 PM"
302,1365,"10-25-2022, 9:12:15 PM","10-25-2022, 9:24:15 PM"
302,7031,"10-25-2022, 9:08:06 PM","10-25-2022, 9:24:09 PM"
302,6812,"10-25-2022, 9:08:07 PM","10-25-2022, 9:24:09 PM"
302,4246,"10-25-2022, 9:08:08 PM","10-25-2022, 9:24:09 PM"
302,9323,"10-25-2022, 9:08:09 PM","10-25-2022, 9:24:09 PM"
302,1372,"10-25-2022, 9:08:10 PM","10-25-2022, 9:10:10 PM"
203,1386,"10-25-2022, 8:52:10 PM","10-25-2022, 9:07:10 PM"
310,1380,"10-25-2022, 8:36:10 PM","10-25-2022, 8:51:10 PM"
208,1365,"10-25-2022, 8:24:15 PM","10-25-2022, 8:36:15 PM"
208,8704,"10-25-2022, 8:20:06 PM","10-25-2022, 8:36:09 PM"
208,6949,"10-25-2022, 8:20:07 PM","10-25-2022, 8:36:09 PM"
208,9225,"10-25-2022, 8:20:08 PM","10-25-2022, 8:36:09 PM"
208,7799,"10-25-2022, 8:20:09 PM","10-25-2022, 8:36:09 PM"
208,1376,"10-25-2022, 8:20:10 PM","10-25-2022, 8:22:10 PM"
201,1371,"10-25-2022, 8:08:15 PM","10-25-2022, 8:20:15 PM"
201,4430,"10-25-2022, 8:04:06 PM","10-25-2022, 8:20:09 PM"
201,5993,"10-25-2022, 8:04:07 PM","10-25-2022, 8:20:09 PM"
201,4750,"10-25-2022, 8:04:08 PM","10-25-2022, 8:20:09 PM"
201,5331,"10-25-2022, 8:04:09 PM","10-25-2022, 8:20:09 PM"
201,1375,"10-25-2022, 8:04:10 PM","10-25-2022, 8:06:10 PM"
105,1370,"10-25-2022, 7:52:15 PM","10-25-2022, 8:04:15 PM"
105,9144,"10-25-2022, 7:48:06 PM","10-25-2022, 8:04:09 PM"
105,5277,"10-25-2022, 7:48:08 PM","10-25-2022, 8:04:09 PM"
105,9871,"10-25-2022, 7:48:09 PM","10-25-2022, 8:04:09 PM"
105,4250,"10-25-2022, 7:48:07 PM","10-25-2022, 8:04:09 PM"
105,1372,"10-25-2022, 7:48:10 PM","10-25-2022, 7:50:10 PM"
205,1369,"10-25-2022, 7:36:15 PM","10-25-2022, 7:48:15 PM"
205,9544,"10-25-2022, 7:32:06 PM","10-25-2022, 7:48:08 PM"
205,6767,"10-25-2022, 7:32:07 PM","10-25-2022, 7:48:08 PM"
205,8263,"10-25-2022, 7:32:08 PM","10-25-2022, 7:48:08 PM"
205,1374,"10-25-2022, 7:32:10 PM","10-25-2022, 7:34:10 PM"
104,1369,"10-25-2022, 7:20:15 PM","10-25-2022, 7:32:15 PM"
104,6388,"10-25-2022, 7:16:06 PM","10-25-2022, 7:32:09 PM"
104,7832,"10-25-2022, 7:16:07 PM","10-25-2022, 7:32:09 PM"
104,9474,"10-25-2022, 7:16:08 PM","10-25-2022, 7:32:09 PM"
104,6312,"10-25-2022, 7:16:09 PM","10-25-2022, 7:32:09 PM"
104,1374,"10-25-2022, 7:16:10 PM","10-25-2022, 7:18:10 PM"
109,1369,"10-25-2022, 7:04:15 PM","10-25-2022, 7:16:15 PM"
109,4862,"10-25-2022, 7:00:06 PM","10-25-2022, 7:16:09 PM"
109,8374,"10-25-2022, 7:00:07 PM","10-25-2022, 7:16:09 PM"
